ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
32,Communication,George Washington University ,Media and Public Affairs,M.A.,Public Affairs,Academic/Professional,Columbian College of Arts & Science - School of Media & Public Affairs,http://smpa.gwu.edu/master-arts-media-and-public-affairs, smpagrad@gwu.edu ,研习在数字化背景下的策略沟通与媒体的联动关系。通过分析及应用技能的学习，为学生在媒体在公共事务中的关系打下坚实基础，从而胜任在公共及非盈利组织的管理、政府媒体关系、公共意见与政策分析、媒体研究等方面的工作。,2 Years,,,Fall,5-Jan,$75,Resume or CV; Statement of Purpose; Letters of recommendation (1); ,GRE,"iBT, minimum 100; admitted students with a score under 100 required to take English for Academic Purposes (EAP) courses",Review at one time,Decisions available from March,59.00%,,15-20,20.0%,,3.48,"Verbal-77%, Quantitative-53%, Writing-68%",,"$24,500","$1,000","$23,000",Merit-based scholarships are available. No additional application required,1821,Private,"25,653 (2012)","Washington, DC",Urban
33,Communication,George Washington University ,Global Communication,M.A.,Global Communication,Academic,Columbian College of Arts & Science - School of Media & Public Affairs,http://elliott.gwu.edu/global-communication,esiagrad@gwu.edu,School of Media & Public Affairs与Elliott School of International Affairs 联合授予学位的项目。很好的利用了两个学校的资源，研习在信息全球化的背景下，如何与全球受众有效沟通。课程包括传播学、国际经济、国际政治以及科研方法。半数的毕业生在政府或公共事业部门工作。,2 Years,,,Fall,15-Jan,$75,Resume or CV; Statement of Purpose; Letters of recommendation (3); Foreign language proficiency,GRE,"iBT, minimum 100; IELTS, 7.0 with no band under 6.5. Non-native speakers of English must pass an additional English proficiency exam (the TOOL exam).",Review at one time,Decisions available from March,16.00%,,,20.0%,,3.52,School don't track,,"$24,500","$1,000","$23,000",Merit-based scholarships are available. No additional application required,1821,Private,"25,653 (2012)","Washington, DC",Urban
34,Communication,Georgia State University,MA in Moving Image Studies,M.A.,Media,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/1219.html,"Dr. Jennifer Barker, jmbarker@gsu.edu",学习电影、电视及数字媒体的历史、理论及批评。内容包括电影理论、发展、观众研究、电视研究、新媒体、及媒体产业。毕业生继续深造或从事电影、电视及媒体研究领域的科研工作。,2 - 2.5 Years,,,Fall/Spring,Fall-Feb 15; Spring-Oct 15,$50,Statement of Purpose; Letters of recommendation (2);,"GRE, minimum 1000 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,30.0%,,6,8.00%,,3.6,"Verbal-156, Quantatative-151",,"$24,200","$1,000","$14,000",Assistantships are available,1913,Public,"32,087","Atlanta, GA",Urban
35,Communication,Georgia State University,PhD in Movie Image Studies,PhD,Media,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/1203.html,"Dr. Jennifer Barker, jmbarker@gsu.edu",在了解媒体历史及文化的基础上，研究在电影、电视与新媒体逐渐融合的环境下，媒体模式及方法是如何发展与演进的。学生也可专攻某一媒体形式。申请者应从Faculty背景入手找到与自己研究兴趣相符的项目。,4-5 Years,,,Fall,1-Dec,$50,Statement of Purpose; Letters of recommendation (2); Writing sample; Master degree,"GRE, minimum 1000, Verbal-500 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,13.00%,,6,8.00%,,3.7 for graduate study,"Verbal-160,Quantitative-148",,"$24,200","$1,000","$14,000",All students are fully refunded,1913,Public,"32,087","Atlanta, GA",Urban
36,,Georgetown University,"Communication, Culture and Technology",M.A.,,,,http://cct.georgetown.edu/,,,2 Years,,,Fall/Spring,"Spring-Nov 1; Fall-Jan 15, for consideration for fellowship",$50,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; online video prepresentation/personal statement (Recommended),GRE if no graduate degree is finished,"iBT, minimum 100, averagely 107;  IELTS, minimum 7.5",Review at one time,5-7 weeks of review time,,,,43.00%,,3.5,"Verbal-156, Quantatative-156, Writing-4.3",,"$33,000","$1,200","$23,000",Scholarships and fellowships are available.,1789,Private,,"Washington, DC",Urban
37,,Georgetown University,Master of Professional Studies in Journalism,Master of Professional Studies,Journalism,Professional,School of Continuing Studies,http://scs.georgetown.edu/departments/11/master-of-professional-studies-in-journalism,ccpe@georgetown.edu,,1.5-2 Years,,,Spring/Summer/Fall,Spring - Oct 15; Summer - Feb 15; Fall - Mar 1,$50,Resume or CV; Personal Statement; Letters of recommendation (2); Writing sample (Recommended); Selected interview,None,"iBT, minimum 90; IELTS, minimum 7.0",Review at one time,Decisions available in March and April,,,,,,,,,,,,,1789,Private,,"Washington, DC",Urban
38,,Georgetown University,Master of Professional Studies in Public Relations and Corporate Communications,Master of Professional Studies,Advertising/PR,Professional,School of Continuing Studies,http://scs.georgetown.edu/departments/12/master-of-professional-studies-in-public-relations-and-corporate-communications,"Tanya Ilse，
Senior Admissions Advisor，
tmi2@georgetown.edu","实践性的PR项目。Curriculum tracks:Cause Communications, Corporate Communications, Digital Communications, Integrated Marketing Communications, and Public Relations. ",1.5-2 Years,,,Spring/Summer/Fall,Spring - Oct 15; Summer - Feb 15; Fall - Mar 1,$50,Resume or CV; Personal Statement; Letters of recommendation (2); Writing sample (Recommended); Selected interview,None,"iBT, minimum 90; IELTS, minimum 7.0",Review at one time,Decisions available in March and April,,,,,,,,,,,,,1789,Private,,"Washington, DC",Urban
39,Communication,Georgia State University,MA in Human Communication and Social Influence,M.A.,Communication,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/5625.html,"Natalie Tindall, Director of Graduate Studies, ntindall@gsu.edu",侧重学习辩论与人际沟通，如人际沟通的媒体呈现、公共劝说及国家形象。适合进一步深造或从事传播咨询、发言撰写等工作。,2 Years,,,Fall/Spring,Fall-Feb 15; Spring-Oct 15,$50,Statement of Purpose; Letters of recommendation (2);,"GRE, minimum 1000 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,20-30%,,10,20.0%,,3.5,Total over 1100,,"$24,200","$1,000","$14,000",Assistantships are available,1913,Public,"32,087","Atlanta, GA",Urban
40,Communication,Georgia State University,MA in Mass Communication ,M.A.,Communication,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/5627.html,"David Cheshier (Chair), dcheshier@gsu.edu",侧重学习国际媒体与新闻。从社会学及量化分析的角度学习在多国环境下的媒体与新闻。适合进一步深造或从事传播或媒体领域的研究工作。,2 Years,,,Fall/Spring,Fall-Feb 15; Spring-Oct 15,$50,Statement of Purpose; Letters of recommendation (2);,"GRE, minimum 1000 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,20-30%,,10,20.0%,,3.5,Total over 1100,,"$24,200","$1,000","$14,000",Assistantships are available,1913,Public,"32,087","Atlanta, GA",Urban
41,Communication,Georgia State University,PhD in Media & Society,PhD,Media,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/1173.html,,"着重于媒体与社会的关系。在学习媒体理论及研究方法的基础上，在某一跨学科领域深入探究传播与媒体。研究方向：International communication; Media effects and stereotypes; Health communication; Gender and the media; Journalism law and ethics, and Journalism history.",4-5 Years,4-5 Years,4-5 Years,Fall,1-Dec,$50,Statement of Purpose; Letters of recommendation (2); Writing sample; Master degree,"GRE, minimum 1000, Verbal-500 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,,,,,,,Total over 1200,,"$24,200","$1,000","$14,000",All students are fully refunded,1913,Public,"32,087","Atlanta, GA",Urban
42,Communication,Georgia State University,PhD in Rhetoric & Politics,PhD,Public Affairs,Academic,College of Arts & Sciences - Department of Communication,http://www2.gsu.edu/~wwwdcm/5615.html,"Natalie Tindall, Director of Graduate Studies, ntindall@gsu.edu",专注于公共劝说的传播领域。在学习辩论学理论与批评、国际社会变化与矛盾、国家形象研究、政治沟通等内容的基础上，结合另一学科领域开展公共事务传播的跨学科研究。,4-5 Years,4-5 Years,4-5 Years,Fall,1-Dec,$50,Statement of Purpose; Letters of recommendation (2); Writing sample; Master degree,"GRE, minimum 1000, Verbal-500 with the old system","iBT, minimum 80. English tests will be conducted during the international student orientation before classes begin. ",Review at one time,Decisions available in early March,,,,,,,Total over 1200,,"$24,200","$1,000","$14,000",All students are fully refunded,1913,Public,"32,087","Atlanta, GA",Urban
43,Communication,Harvard University,Film and Visual Studies,PhD (No Terminal MA offered),Film,Academic,Department of Visual and Environmental Studies,http://www.ves.fas.harvard.edu/fvs.html,fvs@fas.harvard.edu,关于电影及视觉艺术的历史与理论研究。PhD项目是关于跨学科领域的研究，申请者可从Faculty的背景入手找到符合自己兴趣方向的项目。,5-6 Years,,,Fall,16-Dec,$105,Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 80 (Speaking 27). Admitted students scoring under 27 on the Speaking session are required to take an interview and may need to take English courses during the first two years of study.",Review at one time,,1.00%,,3,,,3.7,School don't track,,"$42,000",$900,"$25,000",The full rate of tuition is charged for the first two years. Reduced tuition are charged in the third and fourth year.,1636,Private,"28,147 (2012)","Cambridge, MA",Urban
44,Communication,Howard University,"PhD in Communication, Culture and Media Studies",PhD,Communication,Academic,School of Communication ,http://www.gs.howard.edu/graduateprograms/communicationcultureAndMediaStudies.html,"Dr. Barbara Hines, bahines@howard.edu",关注跨文化及媒介传播的传播学领域。研究重点为多元文化、全球化问题及社会正义。,3 Years,,,Fall,15-Jan,$75,Resume or CV; Statement of Purpose; Letters of recommendation (3); Autobiographical Sketch ,GRE,"iBT, minimum 100",Review at one time,Decisions available at mid February,20.0%,,10,15.00%,,,School don't track,,"$26,000","$1,200","$23,000",TA and RA available,1867,Private,"10,002 (2012)","Washington, DC",Urban
45,Communication,Indiana University and Purdue University Indianapolis,MA in Public Relations,M. A.,Advertising/PR,Professional,School of Journalism,http://journalism.iupui.edu/graduate-studies/about-the-m-a-in-public-relations/, jour@iupui.edu,"PR方向的实践类项目，适合有 3-7 年工作经验的相关行业从业者。学生可在如下方向深入学习：General Public Relations Management；Public Relations in Health Care and Life Sciences；
Sports Public Relations Management",2-3 Years,,,Spring/Summer/Fall,Spring - Oct 14; Summer - Apr 1; Fall - Jul 15,$62,Resume or CV; Statement of Purpose; Letters of recommendation (3); ,GRE,,Review at one time,,,,,,,,School don't track,,"$118,200","$1,200","$16,000",No departmental fundings available,1969,Public,"30,461","Indianapolis, IN",Urban
